Date,MMM,AXP,AMGN,AAPL,BA,CAT,CVX,CSCO,KO,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PG,CRM,TRV,UNH,VZ,V,WBA,WMT,DIS
2017-01-30,154.45205688476562,72.63951110839844,136.80247497558594,28.75550651550293,153.50709533691406,87.01470184326172,92.86028289794922,27.173540115356445,36.26593399047852,,154.45205688476562,154.45205688476562,154.45205688476562,154.45205688476562,154.45205688476562,154.45205688476562,154.45205688476562,154.45205688476562,154.45205688476562,154.45205688476562,154.45205688476562,154.45205688476562,154.45205688476562,154.45205688476562,154.45205688476562,154.45205688476562,154.45205688476562,154.45205688476562,154.45205688476562,27.173540115356445
2017-01-31,153.9237823486328,71.7935562133789,138.79568481445312,28.689308166503903,151.5137481689453,85.99882507324219,92.46997833251952,27.076589584350582,36.43245315551758,,153.9237823486328,153.9237823486328,153.9237823486328,153.9237823486328,153.9237823486328,153.9237823486328,153.9237823486328,153.9237823486328,153.9237823486328,153.9237823486328,153.9237823486328,153.9237823486328,153.9237823486328,153.9237823486328,153.9237823486328,153.9237823486328,153.9237823486328,153.9237823486328,153.9237823486328,27.076589584350582
2017-02-01,154.23191833496094,72.15072631835938,141.4443817138672,30.438798904418945,152.02369689941406,85.50436401367188,92.17931365966795,26.88268280029297,36.1607666015625,,154.23191833496094,154.23191833496094,154.23191833496094,154.23191833496094,154.23191833496094,154.23191833496094,154.23191833496094,154.23191833496094,154.23191833496094,154.23191833496094,154.23191833496094,154.23191833496094,154.23191833496094,154.23191833496094,154.23191833496094,154.23191833496094,154.23191833496094,154.23191833496094,154.23191833496094,26.88268280029297
2017-02-02,153.36029052734375,71.9157485961914,141.36463928222656,30.386791229248047,150.43824768066406,84.29969787597656,93.18415069580078,27.482032775878903,36.28346252441406,,153.36029052734375,153.36029052734375,153.36029052734375,153.36029052734375,153.36029052734375,153.36029052734375,153.36029052734375,153.36029052734375,153.36029052734375,153.36029052734375,153.36029052734375,153.36029052734375,153.36029052734375,153.36029052734375,153.36029052734375,153.36029052734375,153.36029052734375,153.36029052734375,153.36029052734375,27.482032775878903
2017-02-03,154.11746215820312,73.35387420654297,148.4071807861328,30.516820907592773,150.56809997558594,83.85919952392578,94.31355285644533,27.60542678833008,36.40616226196289,,154.11746215820312,154.11746215820312,154.11746215820312,154.11746215820312,154.11746215820312,154.11746215820312,154.11746215820312,154.11746215820312,154.11746215820312,154.11746215820312,154.11746215820312,154.11746215820312,154.11746215820312,154.11746215820312,154.11746215820312,154.11746215820312,154.11746215820312,154.11746215820312,154.11746215820312,27.60542678833008
2017-02-06,154.17030334472656,73.14710998535156,147.56564331054688,30.802886962890625,152.03294372558594,83.49061584472656,93.82362365722656,27.587799072265625,36.42369079589844,,154.17030334472656,154.17030334472656,154.17030334472656,154.17030334472656,154.17030334472656,154.17030334472656,154.17030334472656,154.17030334472656,154.17030334472656,154.17030334472656,154.17030334472656,154.17030334472656,154.17030334472656,154.17030334472656,154.17030334472656,154.17030334472656,154.17030334472656,154.17030334472656,154.17030334472656,27.587799072265625
2017-02-07,154.7514190673828,73.05310821533203,147.77821350097656,31.096044540405277,154.3693389892578,83.88616180419922,92.5031967163086,27.720008850097656,36.721675872802734,,154.7514190673828,154.7514190673828,154.7514190673828,154.7514190673828,154.7514190673828,154.7514190673828,154.7514190673828,154.7514190673828,154.7514190673828,154.7514190673828,154.7514190673828,154.7514190673828,154.7514190673828,154.7514190673828,154.7514190673828,154.7514190673828,154.7514190673828,154.7514190673828,154.7514190673828,27.720008850097656
2017-02-08,155.9048309326172,73.1282958984375,148.92984008789062,31.216611862182617,153.18174743652344,83.52655792236328,92.66097259521484,27.561359405517575,36.82683563232422,,155.9048309326172,155.9048309326172,155.9048309326172,155.9048309326172,155.9048309326172,155.9048309326172,155.9048309326172,155.9048309326172,155.9048309326172,155.9048309326172,155.9048309326172,155.9048309326172,155.9048309326172,155.9048309326172,155.9048309326172,155.9048309326172,155.9048309326172,155.9048309326172,155.9048309326172,27.561359405517575
2017-02-09,156.8821563720703,73.4854736328125,148.35401916503906,31.442188262939453,153.62124633789062,84.47051239013672,93.2256851196289,27.764080047607425,36.152000427246094,,156.8821563720703,156.8821563720703,156.8821563720703,156.8821563720703,156.8821563720703,156.8821563720703,156.8821563720703,156.8821563720703,156.8821563720703,156.8821563720703,156.8821563720703,156.8821563720703,156.8821563720703,156.8821563720703,156.8821563720703,156.8821563720703,156.8821563720703,156.8821563720703,156.8821563720703,27.764080047607425
2017-02-10,157.60414123535156,73.76746368408203,148.72610473632812,31.370946884155277,155.4447479248047,86.5831527709961,93.8817367553711,27.772891998291016,35.5648078918457,,157.60414123535156,157.60414123535156,157.60414123535156,157.60414123535156,157.60414123535156,157.60414123535156,157.60414123535156,157.60414123535156,157.60414123535156,157.60414123535156,157.60414123535156,157.60414123535156,157.60414123535156,157.60414123535156,157.60414123535156,157.60414123535156,157.60414123535156,157.60414123535156,157.60414123535156,27.772891998291016
2017-02-13,159.38270568847656,74.171630859375,149.5467071533203,31.648761749267575,157.12794494628906,88.55199432373047,94.59591674804688,28.1783390045166,35.5998649597168,,159.38270568847656,159.38270568847656,159.38270568847656,159.38270568847656,159.38270568847656,159.38270568847656,159.38270568847656,159.38270568847656,159.38270568847656,159.38270568847656,159.38270568847656,159.38270568847656,159.38270568847656,159.38270568847656,159.38270568847656,159.38270568847656,159.38270568847656,159.38270568847656,159.38270568847656,28.1783390045166
2017-02-14,159.8933868408203,74.64163208007812,149.89456176757812,32.05954360961914,157.5674285888672,88.18340301513672,94.33601379394533,28.47801399230957,35.52098846435547,,159.8933868408203,159.8933868408203,159.8933868408203,159.8933868408203,159.8933868408203,159.8933868408203,159.8933868408203,159.8933868408203,159.8933868408203,159.8933868408203,159.8933868408203,159.8933868408203,159.8933868408203,159.8933868408203,159.8933868408203,159.8933868408203,159.8933868408203,159.8933868408203,159.8933868408203,28.47801399230957
2017-02-15,161.02328491210938,74.82019805908203,153.23052978515625,32.17588424682617,158.31553649902344,89.01947784423828,94.37792205810548,28.927526473999023,35.44211196899414,,161.02328491210938,161.02328491210938,161.02328491210938,161.02328491210938,161.02328491210938,161.02328491210938,161.02328491210938,161.02328491210938,161.02328491210938,161.02328491210938,161.02328491210938,161.02328491210938,161.02328491210938,161.02328491210938,161.02328491210938,161.02328491210938,161.02328491210938,161.02328491210938,161.02328491210938,28.927526473999023
2017-02-16,162.53866577148438,74.7356185913086,153.51596069335938,32.13789367675781,159.72756958007812,88.33623504638672,92.79337310791016,29.61501884460449,36.108184814453125,,162.53866577148438,162.53866577148438,162.53866577148438,162.53866577148438,162.53866577148438,162.53866577148438,162.53866577148438,162.53866577148438,162.53866577148438,162.53866577148438,162.53866577148438,162.53866577148438,162.53866577148438,162.53866577148438,162.53866577148438,162.53866577148438,162.53866577148438,162.53866577148438,162.53866577148438,29.61501884460449
2017-02-17,162.13099670410156,74.92359161376953,154.56846618652344,32.22575378417969,161.5043182373047,88.86664581298828,92.49993133544922,29.73841094970703,36.134464263916016,,162.13099670410156,162.13099670410156,162.13099670410156,162.13099670410156,162.13099670410156,162.13099670410156,162.13099670410156,162.13099670410156,162.13099670410156,162.13099670410156,162.13099670410156,162.13099670410156,162.13099670410156,162.13099670410156,162.13099670410156,162.13099670410156,162.13099670410156,162.13099670410156,162.13099670410156,29.73841094970703
2017-02-21,162.5032196044922,75.16799926757812,154.43467712402344,32.45844650268555,164.16940307617188,88.19237518310547,93.66531372070312,30.08215713500977,36.33604049682617,,162.5032196044922,162.5032196044922,162.5032196044922,162.5032196044922,162.5032196044922,162.5032196044922,162.5032196044922,162.5032196044922,162.5032196044922,162.5032196044922,162.5032196044922,162.5032196044922,162.5032196044922,162.5032196044922,162.5032196044922,162.5032196044922,162.5032196044922,162.5032196044922,162.5032196044922,30.08215713500977
2017-02-22,164.869384765625,75.0645751953125,153.96194458007812,32.55579376220703,163.9823455810547,88.28230285644531,92.54185485839844,30.04690170288086,36.458740234375,,164.869384765625,164.869384765625,164.869384765625,164.869384765625,164.869384765625,164.869384765625,164.869384765625,164.869384765625,164.869384765625,164.869384765625,164.869384765625,164.869384765625,164.869384765625,164.869384765625,164.869384765625,164.869384765625,164.869384765625,164.869384765625,164.869384765625,30.04690170288086
2017-02-23,165.88851928710938,75.24317932128906,155.210693359375,32.41807556152344,165.3850555419922,85.89993286132812,93.07842254638672,30.00282859802246,36.51133728027344,,165.88851928710938,165.88851928710938,165.88851928710938,165.88851928710938,165.88851928710938,165.88851928710938,165.88851928710938,165.88851928710938,165.88851928710938,165.88851928710938,165.88851928710938,165.88851928710938,165.88851928710938,165.88851928710938,165.88851928710938,165.88851928710938,165.88851928710938,165.88851928710938,165.88851928710938,30.00282859802246
2017-02-24,166.08348083496094,74.9706039428711,155.70126342773438,32.44894790649414,165.9274139404297,85.83702087402344,92.32389068603516,30.24961853027344,36.61649703979492,,166.08348083496094,166.08348083496094,166.08348083496094,166.08348083496094,166.08348083496094,166.08348083496094,166.08348083496094,166.08348083496094,166.08348083496094,166.08348083496094,166.08348083496094,166.08348083496094,166.08348083496094,166.08348083496094,166.08348083496094,166.08348083496094,166.08348083496094,166.08348083496094,166.08348083496094,30.24961853027344
2017-02-27,165.64039611816406,75.35597229003906,157.10165405273438,32.51305389404297,167.78831481933594,87.59905242919922,93.69046020507812,30.19674301147461,36.52009582519531,,165.64039611816406,165.64039611816406,165.64039611816406,165.64039611816406,165.64039611816406,165.64039611816406,165.64039611816406,165.64039611816406,165.64039611816406,165.64039611816406,165.64039611816406,165.64039611816406,165.64039611816406,165.64039611816406,165.64039611816406,165.64039611816406,165.64039611816406,165.64039611816406,165.64039611816406,30.19674301147461
2017-02-28,165.14413452148438,75.25257873535156,157.45838928222656,32.52730178833008,168.53636169433594,86.89783477783203,94.31924438476562,30.126230239868164,36.77425384521485,,165.14413452148438,165.14413452148438,165.14413452148438,165.14413452148438,165.14413452148438,165.14413452148438,165.14413452148438,165.14413452148438,165.14413452148438,165.14413452148438,165.14413452148438,165.14413452148438,165.14413452148438,165.14413452148438,165.14413452148438,165.14413452148438,165.14413452148438,165.14413452148438,165.14413452148438,30.126230239868164
2017-03-01,168.25469970703125,77.00090026855469,158.9837188720703,33.192142486572266,171.97764587402344,88.62390899658203,95.47621154785156,30.35539054870605,36.94953155517578,,168.25469970703125,168.25469970703125,168.25469970703125,168.25469970703125,168.25469970703125,168.25469970703125,168.25469970703125,168.25469970703125,168.25469970703125,168.25469970703125,168.25469970703125,168.25469970703125,168.25469970703125,168.25469970703125,168.25469970703125,168.25469970703125,168.25469970703125,168.25469970703125,168.25469970703125,30.35539054870605
2017-03-02,168.28128051757812,75.29016876220703,158.83204650878906,32.99506378173828,171.1173553466797,84.83011627197266,95.04026794433594,30.31131935119629,37.22123336791992,,168.28128051757812,168.28128051757812,168.28128051757812,168.28128051757812,168.28128051757812,168.28128051757812,168.28128051757812,168.28128051757812,168.28128051757812,168.28128051757812,168.28128051757812,168.28128051757812,168.28128051757812,168.28128051757812,168.28128051757812,168.28128051757812,168.28128051757812,168.28128051757812,168.28128051757812,30.31131935119629
2017-03-03,167.76730346679688,75.08338165283203,160.73193359375,33.18976211547852,170.35984802246094,85.51336669921875,95.19955444335938,30.223180770874023,37.22998428344727,,167.76730346679688,167.76730346679688,167.76730346679688,167.76730346679688,167.76730346679688,167.76730346679688,167.76730346679688,167.76730346679688,167.76730346679688,167.76730346679688,167.76730346679688,167.76730346679688,167.76730346679688,167.76730346679688,167.76730346679688,167.76730346679688,167.76730346679688,167.76730346679688,167.76730346679688,30.223180770874023
2017-03-06,167.4039764404297,74.72620391845703,160.0718994140625,33.085289001464844,169.19094848632812,85.99882507324219,94.88096618652344,30.13504409790039,36.96706771850586,,167.4039764404297,167.4039764404297,167.4039764404297,167.4039764404297,167.4039764404297,167.4039764404297,167.4039764404297,167.4039764404297,167.4039764404297,167.4039764404297,167.4039764404297,167.4039764404297,167.4039764404297,167.4039764404297,167.4039764404297,167.4039764404297,167.4039764404297,167.4039764404297,167.4039764404297,30.13504409790039
2017-03-07,167.57232666015625,74.8014144897461,158.21661376953125,33.128028869628906,170.21022033691406,86.2415542602539,93.7407455444336,30.143857955932617,36.80055618286133,,167.57232666015625,167.57232666015625,167.57232666015625,167.57232666015625,167.57232666015625,167.57232666015625,167.57232666015625,167.57232666015625,167.57232666015625,167.57232666015625,167.57232666015625,167.57232666015625,167.57232666015625,167.57232666015625,167.57232666015625,167.57232666015625,167.57232666015625,167.57232666015625,167.57232666015625,30.143857955932617
2017-03-08,167.9445343017578,74.2938461303711,158.5733642578125,33.00456237792969,169.9484100341797,83.81424713134766,91.89630126953124,29.98520851135254,36.80055618286133,,167.9445343017578,167.9445343017578,167.9445343017578,167.9445343017578,167.9445343017578,167.9445343017578,167.9445343017578,167.9445343017578,167.9445343017578,167.9445343017578,167.9445343017578,167.9445343017578,167.9445343017578,167.9445343017578,167.9445343017578,167.9445343017578,167.9445343017578,167.9445343017578,167.9445343017578,29.98520851135254
2017-03-09,168.29014587402344,74.53823852539062,159.5902099609375,32.9285774230957,168.85433959960938,82.1600570678711,92.2568130493164,30.029277801513672,36.83560180664063,,168.29014587402344,168.29014587402344,168.29014587402344,168.29014587402344,168.29014587402344,168.29014587402344,168.29014587402344,168.29014587402344,168.29014587402344,168.29014587402344,168.29014587402344,168.29014587402344,168.29014587402344,168.29014587402344,168.29014587402344,168.29014587402344,168.29014587402344,168.29014587402344,168.29014587402344,30.029277801513672
2017-03-10,169.4510955810547,74.61341094970703,161.8379669189453,33.03779602050781,167.1056671142578,82.9871597290039,92.73468780517578,30.19674301147461,37.06346893310547,,169.4510955810547,169.4510955810547,169.4510955810547,169.4510955810547,169.4510955810547,169.4510955810547,169.4510955810547,169.4510955810547,169.4510955810547,169.4510955810547,169.4510955810547,169.4510955810547,169.4510955810547,169.4510955810547,169.4510955810547,169.4510955810547,169.4510955810547,169.4510955810547,169.4510955810547,30.19674301147461
2017-03-13,169.72581481933594,74.45364379882812,161.4901123046875,33.05204391479492,167.43296813964844,83.2838134765625,91.67830657958984,30.05571746826172,37.16072463989258,,169.72581481933594,169.72581481933594,169.72581481933594,169.72581481933594,169.72581481933594,169.72581481933594,169.72581481933594,169.72581481933594,169.72581481933594,169.72581481933594,169.72581481933594,169.72581481933594,169.72581481933594,169.72581481933594,169.72581481933594,169.72581481933594,169.72581481933594,169.72581481933594,169.72581481933594,30.05571746826172
2017-03-14,168.67120361328125,74.90481567382812,160.66055297851562,33.00218200683594,167.1337127685547,82.58261108398438,90.00990295410156,30.073339462280277,37.1076774597168,,168.67120361328125,168.67120361328125,168.67120361328125,168.67120361328125,168.67120361328125,168.67120361328125,168.67120361328125,168.67120361328125,168.67120361328125,168.67120361328125,168.67120361328125,168.67120361328125,168.67120361328125,168.67120361328125,168.67120361328125,168.67120361328125,168.67120361328125,168.67120361328125,168.67120361328125,30.073339462280277
2017-03-15,169.44223022460938,74.47244262695312,162.87265014648438,33.351226806640625,167.11502075195312,83.93112182617188,91.28426361083984,30.179113388061523,37.24029541015625,,169.44223022460938,169.44223022460938,169.44223022460938,169.44223022460938,169.44223022460938,169.44223022460938,169.44223022460938,169.44223022460938,169.44223022460938,169.44223022460938,169.44223022460938,169.44223022460938,169.44223022460938,169.44223022460938,169.44223022460938,169.44223022460938,169.44223022460938,169.44223022460938,169.44223022460938,30.179113388061523
2017-03-16,168.65350341796875,74.97999572753906,160.65167236328125,33.40584182739258,166.62872314453125,83.47261047363281,90.4291000366211,30.17030143737793,37.35523223876953,,168.65350341796875,168.65350341796875,168.65350341796875,168.65350341796875,168.65350341796875,168.65350341796875,168.65350341796875,168.65350341796875,168.65350341796875,168.65350341796875,168.65350341796875,168.65350341796875,168.65350341796875,168.65350341796875,168.65350341796875,168.65350341796875,168.65350341796875,168.65350341796875,168.65350341796875,30.17030143737793
2017-03-17,170.47023010253906,74.49122619628906,150.39405822753906,33.2396354675293,168.41482543945312,83.52655792236328,90.2781753540039,30.17030143737793,37.16072463989258,,170.47023010253906,170.47023010253906,170.47023010253906,170.47023010253906,170.47023010253906,170.47023010253906,170.47023010253906,170.47023010253906,170.47023010253906,170.47023010253906,170.47023010253906,170.47023010253906,170.47023010253906,170.47023010253906,170.47023010253906,170.47023010253906,170.47023010253906,170.47023010253906,170.47023010253906,30.17030143737793
2017-03-20,171.04624938964844,74.11524963378906,150.95599365234375,33.58867645263672,167.75088500976562,85.76509857177734,90.2614288330078,30.214365005493164,37.29335403442383,,171.04624938964844,171.04624938964844,171.04624938964844,171.04624938964844,171.04624938964844,171.04624938964844,171.04624938964844,171.04624938964844,171.04624938964844,171.04624938964844,171.04624938964844,171.04624938964844,171.04624938964844,171.04624938964844,171.04624938964844,171.04624938964844,171.04624938964844,171.04624938964844,171.04624938964844,30.214365005493164
2017-03-21,170.26638793945312,72.87451171875,148.82423400878906,33.204002380371094,164.54342651367188,83.09502410888672,90.58000183105467,29.86181259155273,37.57627868652344,,170.26638793945312,170.26638793945312,170.26638793945312,170.26638793945312,170.26638793945312,170.26638793945312,170.26638793945312,170.26638793945312,170.26638793945312,170.26638793945312,170.26638793945312,170.26638793945312,170.26638793945312,170.26638793945312,170.26638793945312,170.26638793945312,170.26638793945312,170.26638793945312,170.26638793945312,29.86181259155273
2017-03-22,170.34613037109375,73.00609588623047,149.35940551757812,33.57917022705078,165.49725341796875,83.09502410888672,90.87345123291016,30.05571746826172,37.47018432617188,,170.34613037109375,170.34613037109375,170.34613037109375,170.34613037109375,170.34613037109375,170.34613037109375,170.34613037109375,170.34613037109375,170.34613037109375,170.34613037109375,170.34613037109375,170.34613037109375,170.34613037109375,170.34613037109375,170.34613037109375,170.34613037109375,170.34613037109375,170.34613037109375,170.34613037109375,30.05571746826172
2017-03-23,170.2752685546875,73.1658935546875,148.10171508789062,33.46044921875,165.75909423828125,82.91523742675781,90.43748474121094,29.932321548461918,37.28450775146485,,170.2752685546875,170.2752685546875,170.2752685546875,170.2752685546875,170.2752685546875,170.2752685546875,170.2752685546875,170.2752685546875,170.2752685546875,170.2752685546875,170.2752685546875,170.2752685546875,170.2752685546875,170.2752685546875,170.2752685546875,170.2752685546875,170.2752685546875,170.2752685546875,170.2752685546875,29.932321548461918
2017-03-24,169.7168731689453,73.50428009033203,147.83412170410156,33.39396286010742,164.4125213623047,82.84331512451172,90.53809356689452,30.0380859375,37.24029541015625,,169.7168731689453,169.7168731689453,169.7168731689453,169.7168731689453,169.7168731689453,169.7168731689453,169.7168731689453,169.7168731689453,169.7168731689453,169.7168731689453,169.7168731689453,169.7168731689453,169.7168731689453,169.7168731689453,169.7168731689453,169.7168731689453,169.7168731689453,169.7168731689453,169.7168731689453,30.0380859375
